Mod:Item:MetaData, Localized Name
gregtech:stone_smooth:4, 浅色混凝土
gregtech:stone_smooth:5, 深色混凝土
gregtech:stone_cobble:0, 裂纹黑花岗岩
gregtech:stone_cobble:1, 裂纹红花岗岩
gregtech:stone_cobble:2, 裂纹大理石
gregtech:stone_cobble:3, 裂纹玄武岩
gregtech:stone_cobble:4, 裂纹浅色混凝土
gregtech:stone_cobble:5, 裂纹深色混凝土
gregtech:stone_cobble_mossy:0, 苔藓黑花岗岩
gregtech:stone_cobble_mossy:1, 苔藓红花岗岩
gregtech:stone_cobble_mossy:2, 苔藓大理石
gregtech:stone_cobble_mossy:3, 苔藓玄武岩
gregtech:stone_cobble_mossy:4, 苔藓浅色混凝土
gregtech:stone_cobble_mossy:5, 苔藓深色混凝土
gregtech:stone_polished:0, 磨制黑花岗岩
gregtech:stone_polished:1, 磨制红花岗岩
gregtech:stone_polished:2, 磨制大理石
gregtech:stone_polished:3, 磨制玄武岩
gregtech:stone_polished:4, 磨制浅色混凝土
gregtech:stone_polished:5, 磨制深色混凝土
gregtech:stone_bricks:0, 黑花岗岩砖
gregtech:stone_bricks:1, 红花岗岩砖
gregtech:stone_bricks:2, 大理石砖
gregtech:stone_bricks:3, 玄武岩砖
gregtech:stone_bricks:4, 浅色混凝土砖
gregtech:stone_bricks:5, 深色混凝土砖
gregtech:stone_bricks_cracked:0, 裂纹黑花岗岩砖
gregtech:stone_bricks_cracked:1, 裂纹红花岗岩砖
gregtech:stone_bricks_cracked:2, 裂纹大理石砖
gregtech:stone_bricks_cracked:3, 裂纹玄武岩砖
gregtech:stone_bricks_cracked:4, 裂纹浅色混凝土砖
gregtech:stone_bricks_cracked:5, 裂纹深色混凝土砖
gregtech:stone_bricks_mossy:0, 苔藓黑花岗岩砖
gregtech:stone_bricks_mossy:1, 苔藓红花岗岩砖
gregtech:stone_bricks_mossy:2, 苔藓大理石砖
gregtech:stone_bricks_mossy:3, 苔藓玄武岩砖
gregtech:stone_bricks_mossy:4, 苔藓浅色混凝土砖
gregtech:stone_bricks_mossy:5, 苔藓深色混凝土砖
gregtech:stone_chiseled:0, 錾制黑花岗岩
gregtech:stone_chiseled:1, 錾制红花岗岩
gregtech:stone_chiseled:2, 錾制大理石
gregtech:stone_chiseled:3, 錾制玄武岩
gregtech:stone_chiseled:4, 錾制浅色混凝土
gregtech:stone_chiseled:5, 錾制深色混凝土
gregtech:stone_tiled:0, 黑花岗岩瓷砖
gregtech:stone_tiled:1, 红花岗岩瓷砖
gregtech:stone_tiled:2, 大理石瓷砖
gregtech:stone_tiled:3, 玄武岩瓷砖
gregtech:stone_tiled:4, 浅色混凝土瓷砖
gregtech:stone_tiled:5, 深色混凝土瓷砖
gregtech:stone_tiled_small:0, 小块黑花岗岩瓷砖
gregtech:stone_tiled_small:1, 小块红花岗岩瓷砖
gregtech:stone_tiled_small:2, 小块大理石瓷砖
gregtech:stone_tiled_small:3, 小块玄武岩瓷砖
gregtech:stone_tiled_small:4, 小块浅色混凝土瓷砖
gregtech:stone_tiled_small:5, 小块深色混凝土瓷砖
gregtech:stone_bricks_small:0, 小块黑花岗岩砖
gregtech:stone_bricks_small:1, 小块红花岗岩砖
gregtech:stone_bricks_small:2, 小块大理石砖
gregtech:stone_bricks_small:3, 小块玄武岩砖
gregtech:stone_bricks_small:4, 小块浅色混凝土砖
gregtech:stone_bricks_small:5, 小块深色混凝土砖
gregtech:stone_windmill_a:0, 风车形黑花岗岩瓷砖 A形
gregtech:stone_windmill_a:1, 风车形红花岗岩瓷砖 A形
gregtech:stone_windmill_a:2, 风车形大理石瓷砖 A形
gregtech:stone_windmill_a:3, 风车形玄武岩瓷砖 A形
gregtech:stone_windmill_a:4, 风车形浅色混凝土瓷砖 A形
gregtech:stone_windmill_a:5, 风车形深色混凝土瓷砖 A形
gregtech:stone_windmill_b:0, 风车形黑花岗岩瓷砖 B形
gregtech:stone_windmill_b:1, 风车形红花岗岩瓷砖 B形
gregtech:stone_windmill_b:2, 风车形大理石瓷砖 B形
gregtech:stone_windmill_b:3, 风车形玄武岩瓷砖 B形
gregtech:stone_windmill_b:4, 风车形浅色混凝土瓷砖 B形
gregtech:stone_windmill_b:5, 风车形深色混凝土瓷砖 B形
gregtech:stone_bricks_square:0, 格纹黑花岗岩砖
gregtech:stone_bricks_square:1, 格纹红花岗岩砖
gregtech:stone_bricks_square:2, 格纹大理石砖
gregtech:stone_bricks_square:3, 格纹玄武岩砖
gregtech:stone_bricks_square:4, 格纹浅色混凝土砖
gregtech:stone_bricks_square:5, 格纹深色混凝土砖
gregtech:planks:0, 橡胶木板
gregtech:planks:1, 防腐木板
gregtech:rubber_log, 橡胶木
gregtech:rubber_leaves, 橡胶树叶
gregtech:rubber_sapling, 橡胶树苗
gregtech:meta_block_compressed_7:0, 锡块
gregtech:meta_block_compressed_7:1, 钛块
gregtech:meta_block_compressed_7:3, 钨块
gregtech:meta_block_compressed_7:4, 铀 238块
gregtech:meta_block_compressed_7:5, 铀 235块
gregtech:meta_block_compressed_7:6, 钒块
gregtech:meta_block_compressed_7:9, 钇块
gregtech:meta_block_compressed_7:10, 锌块
gregtech:meta_block_compressed_7:12, 硅岩块
gregtech:meta_block_compressed_7:13, 富集硅岩块
gregtech:meta_block_compressed_7:14, 超能硅岩块
gregtech:meta_block_compressed_7:15, 中子素块
gregtech:meta_block_compressed_21:2, 钇钡铜氧合金块
gregtech:meta_block_compressed_21:4, 石英岩块
gregtech:meta_block_compressed_21:8, 铱锇合金块
gregtech:meta_block_compressed_21:15, 砷化镓块
gregtech:meta_block_compressed_157:4, 高速钢-G块
gregtech:meta_block_compressed_157:5, 红色合金块
gregtech:meta_block_compressed_157:7, 高速钢-E块
gregtech:meta_block_compressed_157:8, 高速钢-S块
gregtech:meta_block_compressed_157:15, 蓝色合金块
gregtech:meta_block_compressed_18:0, 坎塔尔合金块
gregtech:meta_block_compressed_18:1, 蓝金石块
gregtech:meta_block_compressed_18:2, 镁铝合金块
gregtech:meta_block_compressed_18:6, 镍铬合金块
gregtech:meta_block_compressed_18:7, 氮化铌块
gregtech:meta_block_compressed_18:8, 铌钛合金块
gregtech:meta_block_compressed_18:12, 标准纯银块
gregtech:meta_block_compressed_18:13, 玫瑰金块
gregtech:meta_block_compressed_18:14, 黑青铜块
gregtech:meta_block_compressed_18:15, 铋青铜块
gregtech:meta_block_compressed_15:10, 铁铝榴石块
gregtech:meta_block_compressed_15:11, 钙铁榴石块
gregtech:meta_block_compressed_15:12, 退火铜块
gregtech:meta_block_compressed_5:0, 铂块
gregtech:meta_block_compressed_5:1, 钚 239块
gregtech:meta_block_compressed_5:2, 钚 241块
gregtech:meta_block_compressed_5:10, 铑块
gregtech:meta_block_compressed_5:13, 钌块
gregtech:meta_block_compressed_5:15, 钐块
gregtech:meta_block_compressed_26:0, 末影珍珠块
gregtech:meta_block_compressed_26:2, 磁化钕块
gregtech:meta_block_compressed_26:7, 磁化钐块
gregtech:meta_block_compressed_26:8, 磷化锰块
gregtech:meta_block_compressed_26:9, 二硼化镁块
gregtech:meta_block_compressed_26:10, 汞钡铜酸钙块
gregtech:meta_block_compressed_26:11, 三铂化铀块
gregtech:meta_block_compressed_26:12, 氧化钐铁砷合金块
gregtech:meta_block_compressed_26:13, 铟锡钡钛铜合金块
gregtech:meta_block_compressed_26:14, 铀铑硅岩合金块
gregtech:meta_block_compressed_26:15, 富集硅岩三元铕铿铀合金块
gregtech:meta_block_compressed_127:3, 磁化钢块
gregtech:meta_block_compressed_127:4, 钒钢块
gregtech:meta_block_compressed_127:5, 粗青铜合金块
gregtech:meta_block_compressed_127:6, 硼硅玻璃块
gregtech:meta_block_compressed_127:10, 硅岩合金块
gregtech:meta_block_compressed_0:2, 铝块
gregtech:meta_block_compressed_0:3, 镅块
gregtech:meta_block_compressed_0:4, 锑块
gregtech:meta_block_compressed_0:10, 铍块
gregtech:meta_block_compressed_0:11, 铋块
gregtech:meta_block_compressed_6:3, 硅块
gregtech:meta_block_compressed_6:4, 银块
gregtech:meta_block_compressed_6:8, 钽块
gregtech:meta_block_compressed_6:13, 钍块
gregtech:meta_block_compressed_8:0, 三钛合金块
gregtech:meta_block_compressed_8:1, 铿铀块
gregtech:meta_block_compressed_8:2, 凯金块
gregtech:meta_block_compressed_156:12, 末影之眼块
gregtech:meta_block_compressed_156:14, 红钢块
gregtech:meta_block_compressed_156:15, 蓝钢块
gregtech:meta_block_compressed_20:0, 焊锡块
gregtech:meta_block_compressed_20:1, 锰铝榴石块
gregtech:meta_block_compressed_20:3, 不锈钢块
gregtech:meta_block_compressed_20:4, 钢块
gregtech:meta_block_compressed_20:8, 锡铁合金块
gregtech:meta_block_compressed_20:9, 黄玉块
gregtech:meta_block_compressed_20:11, 哈氏合金块
gregtech:meta_block_compressed_20:13, 钙铬榴石块
gregtech:meta_block_compressed_20:14, 钒镓合金块
gregtech:meta_block_compressed_20:15, 锻铁块
gregtech:meta_block_compressed_188:0, 碳化钽块
gregtech:meta_block_compressed_188:1, 二硅化钼块
gregtech:meta_block_compressed_188:12, HSLA钢块
gregtech:meta_block_compressed_188:13, 碳化钨钛块
gregtech:meta_block_compressed_188:14, 耐热镍铬铁合金-MA956块
gregtech:meta_block_compressed_4:0, 钼块
gregtech:meta_block_compressed_4:2, 钕块
gregtech:meta_block_compressed_4:5, 镍块
gregtech:meta_block_compressed_4:7, 铌块
gregtech:meta_block_compressed_4:11, 锇块
gregtech:meta_block_compressed_4:13, 钯块
gregtech:meta_block_compressed_19:4, 镁铝榴石块
gregtech:meta_block_compressed_19:5, 岩盐块
gregtech:meta_block_compressed_19:6, 钌铱合金块
gregtech:meta_block_compressed_19:7, 红宝石块
gregtech:meta_block_compressed_19:8, 盐块
gregtech:meta_block_compressed_19:10, 蓝宝石块
gregtech:meta_block_compressed_19:12, 方钠石块
gregtech:meta_block_compressed_19:15, 焦煤块
gregtech:meta_block_compressed_100:2, 下界之星块
gregtech:meta_block_compressed_13:6, 赛特斯石英块
gregtech:meta_block_compressed_16:0, 电池合金块
gregtech:meta_block_compressed_16:1, 蓝黄玉块
gregtech:meta_block_compressed_16:3, 黄铜块
gregtech:meta_block_compressed_16:4, 青铜块
gregtech:meta_block_compressed_16:10, 木炭块
gregtech:meta_block_compressed_16:12, 朱砂块
gregtech:meta_block_compressed_187:8, 司太立合金-100块
gregtech:meta_block_compressed_187:9, 防水钢块
gregtech:meta_block_compressed_187:10, 马氏体时效钢-300块
gregtech:meta_block_compressed_187:11, 哈氏合金-C276块
gregtech:meta_block_compressed_187:12, 哈氏合金-X块
gregtech:meta_block_compressed_187:13, 硅岩凯金合金块
gregtech:meta_block_compressed_187:14, 泽龙-100超不锈钢块
gregtech:meta_block_compressed_187:15, 碳化钛块
gregtech:meta_block_compressed_17:2, 白铜块
gregtech:meta_block_compressed_17:5, 琥珀金块
gregtech:meta_block_compressed_17:9, 绿色蓝宝石块
gregtech:meta_block_compressed_17:10, 钙铝榴石块
gregtech:meta_block_compressed_17:13, 金红石块
gregtech:meta_block_compressed_17:15, 殷钢块
gregtech:meta_block_compressed_128:1, 燧石块
gregtech:meta_block_compressed_128:14, 镀铑钯块
gregtech:meta_block_compressed_62:8, 硅胶块
gregtech:meta_block_compressed_62:12, 丁苯橡胶块
gregtech:meta_block_compressed_62:14, 纤维强化的环氧树脂块
gregtech:meta_block_compressed_62:15, 聚氯乙烯块
gregtech:meta_block_compressed_63:0, 聚苯硫醚块
gregtech:meta_block_compressed_63:2, 聚苯并咪唑块
gregtech:meta_block_compressed_63:4, 聚乙烯 (PE)块
gregtech:meta_block_compressed_63:5, 环氧树脂块
gregtech:meta_block_compressed_63:7, 聚己内酰胺块
gregtech:meta_block_compressed_63:8, 聚四氟乙烯 (PTFE)块
gregtech:meta_block_compressed_63:9, 糖块
gregtech:meta_block_compressed_24:1, 孔雀石块
gregtech:meta_block_compressed_24:11, 磁化铁块
gregtech:meta_block_compressed_24:12, 碳化钨块
gregtech:meta_block_compressed_125:4, 橄榄石块
gregtech:meta_block_compressed_125:5, 猫眼石块
gregtech:meta_block_compressed_125:6, 紫水晶块
gregtech:meta_block_compressed_125:10, 磷灰石块
gregtech:meta_block_compressed_125:11, 黑钢块
gregtech:meta_block_compressed_125:12, 大马士革钢块
gregtech:meta_block_compressed_125:13, 钨钢块
gregtech:meta_block_compressed_125:14, 钴黄铜块
gregtech:meta_block_compressed_22:2, 磷化铟镓块
gregtech:meta_block_compressed_22:3, 镍锌铁氧体块
gregtech:meta_block_compressed_22:13, 雄黄块
gregtech:meta_block_compressed_27:0, 钌三元镅中子素合金块
gregtech:meta_block_compressed_1:6, 铬块
gregtech:meta_block_compressed_1:7, 钴块
gregtech:meta_block_compressed_1:9, 铜块
gregtech:meta_block_compressed_1:11, [[钅达]]块
gregtech:meta_block_compressed_126:0, 红石榴石块
gregtech:meta_block_compressed_126:1, 黄石榴石块
gregtech:meta_block_compressed_126:13, 独居石块
gregtech:meta_block_compressed_3:0, 铟块
gregtech:meta_block_compressed_3:2, 铱块
gregtech:meta_block_compressed_3:7, 铅块
gregtech:meta_block_compressed_3:13, 锰块
gregtech:meta_block_compressed_66:12, 橡胶块
gregtech:meta_block_compressed_2006:6, material.lumium块
gregtech:meta_block_compressed_2:1, 铕块
gregtech:meta_block_compressed_2:7, 镓块
gregtech:meta_block_compressed_1937:8, material.thaumium块
gregtech:meta_block_compressed_67:2, 聚乙烯丁醛块
gregtech:meta_block_frame_63:8, 聚四氟乙烯 (PTFE)框架
gregtech:meta_block_frame_157:4, 高速钢-G框架
gregtech:meta_block_frame_157:7, 高速钢-E框架
gregtech:meta_block_frame_157:8, 高速钢-S框架
gregtech:meta_block_frame_20:3, 不锈钢框架
gregtech:meta_block_frame_20:4, 钢框架
gregtech:meta_block_frame_103:0, 防腐木框架
gregtech:meta_block_frame_125:11, 黑钢框架
gregtech:meta_block_frame_125:13, 钨钢框架
gregtech:meta_block_frame_8:0, 三钛合金框架
gregtech:meta_block_frame_2:1, 铕框架
gregtech:meta_block_frame_127:10, 硅岩合金框架
gregtech:meta_block_frame_187:9, 防水钢框架
gregtech:meta_block_frame_187:10, 马氏体时效钢-300框架
gregtech:meta_block_frame_187:11, 哈氏合金-C276框架
gregtech:meta_block_frame_187:12, 哈氏合金-X框架
gregtech:meta_block_frame_156:15, 蓝钢框架
gregtech:meta_block_frame_24:12, 碳化钨框架
gregtech:meta_block_frame_101:1, 木头框架
gregtech:meta_block_frame_7:1, 钛框架
gregtech:meta_block_frame_7:3, 钨框架
gregtech:meta_block_frame_7:15, 中子素框架
gregtech:meta_block_frame_17:15, 殷钢框架
gregtech:meta_block_frame_1937:8, material.thaumium框架
gregtech:meta_block_frame_188:12, HSLA钢框架
gregtech:meta_block_frame_188:14, 耐热镍铬铁合金-MA956框架
gregtech:meta_block_frame_16:3, 黄铜框架
gregtech:meta_block_frame_16:4, 青铜框架
gregtech:meta_block_frame_0:2, 铝框架
gcym:unique_casing:0, 破碎轮
gcym:unique_casing:1, 切割刀片
gcym:unique_casing:2, 电解槽
gcym:unique_casing:3, 散热孔
gcym:unique_casing:4, 二硅化钼线圈方块
gcym:large_multiblock_casing:0, 安全粉碎机械方块
gcym:large_multiblock_casing:1, 高温熔炼机械方块
gcym:large_multiblock_casing:2, 大型组装机机械方块
gcym:large_multiblock_casing:3, 抗压机械方块
gcym:large_multiblock_casing:4, 防腐蚀机械方块
gcym:large_multiblock_casing:5, 防震机械方块
gcym:large_multiblock_casing:6, 防水机械方块
gcym:large_multiblock_casing:7, 防震切割机械方块
gcym:large_multiblock_casing:8, 绝缘机械方块
gcym:large_multiblock_casing:9, 化学惰性机械方块
gcym:large_multiblock_casing:10, 激光防护机械方块
gcym:large_multiblock_casing:11, 原子机械方块
gcym:large_multiblock_casing:12, 工业蒸汽涡轮机械方块
thaumictinkerer:share_book, 知识共享之书
thaumictinkerer:black_quartz, 烟黑石英
thaumictinkerer:connector, 矢量绑定器
thaumictinkerer:soul_mould, 灵魂铸模
thaumictinkerer:energetic_nitor, 超能闪耀之光
thaumictinkerer:spellbinding_cloth, 祛魔之布
thaumictinkerer:blood_sword, 咒灵之刃
thaumictinkerer:mob_aspect, item.thaumictinkerer:mob_aspect.name
thaumictinkerer:funnel, 源质漏斗
thaumictinkerer:dissimulation, 伪装方块
thaumictinkerer:transvector_interface, 矢量转接口
thaumictinkerer:transvector_dislocator, 矢量转位仪
thaumictinkerer:repairer, 奥法修复台
thaumictinkerer:magnet, 动力牵引仪
thaumictinkerer:mob_magnet, 形体牵引仪
thaumictinkerer:osmotic_enchanter, 渗透附魔台
thaumictinkerer:enchantment_pillar, 蕴魔柱
thaumictinkerer:animation_tablet, 活力牌板
thaumictinkerer:black_quartz_block, 烟黑石英块
thaumictinkerer:dummy_nitor, tile.thaumictinkerer:dummy_nitor.name
claybucket:unfiredclaybucket, 未烧制的粘土桶
claybucket:claybucket:0, 粘土桶
claybucket:claybucket:1, 粘土水桶
claybucket:claybucket:2, 粘土熔岩桶
volumetricflask:volumetric_flask_16, 量瓶
volumetricflask:volumetric_flask_32, 量瓶
volumetricflask:volumetric_flask_18, 量瓶
volumetricflask:volumetric_flask_36, 量瓶
volumetricflask:volumetric_flask_72, 量瓶
volumetricflask:volumetric_flask_144, 量瓶
volumetricflask:volumetric_flask_100, 量瓶
volumetricflask:volumetric_flask_1000, 量瓶
volumetricflask:volumetric_flask_50, 量瓶
volumetricflask:volumetric_flask_250, 量瓶
volumetricflask:volumetric_flask_2000, 量瓶
volumetricflask:volumetric_flask_4000, 量瓶
volumetricflask:volumetric_flask_8000, 量瓶
volumetricflask:volumetric_flask_16000, 量瓶
volumetricflask:volumetric_flask_32000, 量瓶
volumetricflask:volumetric_flask_64000, 量瓶
volumetricflask:volumetric_flask_33, 量瓶
volumetricflask:volumetric_flask_133, 量瓶
volumetricflask:volumetric_flask_300, 量瓶
volumetricflask:part_o_interface, 容量接口
volumetricflask:o_interface, 容量接口
volumetricflask:buffer, 缓冲器
volumetricflask:filler, 填充器
irontanks:iron_tank, 铁储罐
irontanks:gold_tank, 金储罐
irontanks:diamond_tank, 钻石储罐
irontanks:obsidian_tank, 黑曜石储罐
irontanks:silver_tank, 银储罐
irontanks:copper_tank, 铜储罐
irontanks:emerald_tank, 绿宝石储罐
irontanks:void_tank, 虚空储罐
irontanks:creative_tank, 创造模式储罐
irontanks:copper_iron_upgrade, 储罐升级：铜>铁
irontanks:copper_silver_upgrade, 储罐升级：铜>银
irontanks:diamond_obsidian_upgrade, 储罐升级：钻石>黑曜石
irontanks:glass_copper_upgrade, 储罐升级：玻璃>铜
irontanks:glass_iron_upgrade, 储罐升级：玻璃>铁
irontanks:gold_diamond_upgrade, 储罐升级：金>钻石
irontanks:iron_gold_upgrade, 储罐升级：铁>金
irontanks:silver_gold_upgrade, 储罐升级：银>金
irontanks:diamond_emerald_upgrade, 储罐升级：钻石>绿宝石
exoplanets:twopersonrocket:0, EXO1 Planetary Rocket
exoplanets:twopersonrocket:1, EXO1 Planetary Rocket
exoplanets:twopersonrocket:2, EXO1 Planetary Rocket
exoplanets:twopersonrocket:3, EXO1 Planetary Rocket
exoplanets:twopersonrocket:4, EXO1 Planetary Rocket
exoplanets:metalingot:0, Copper Ingot
exoplanets:metalingot:1, Tin Ingot
exoplanets:metalingot:2, Lead Ingot
exoplanets:metalingot:3, Nickel Ingot
exoplanets:metalingot:4, Platinum Ingot
exoplanets:metalingot:5, Aluminium Ingot
exoplanets:metalingot:6, Titanium Ingot
exoplanets:metalingot:7, Tungsten Ingot
exoplanets:metalingot:8, Silver Ingot
exoplanets:metalingot:9, Zinc Ingot
exoplanets:metaldust:0, Copper Dust
exoplanets:metaldust:1, Tin Dust
exoplanets:metaldust:2, Lead Dust
exoplanets:metaldust:3, Nickel Dust
exoplanets:metaldust:4, Platinum Dust
exoplanets:metaldust:5, Aluminium Dust
exoplanets:metaldust:6, Titanium Dust
exoplanets:metaldust:7, Tungsten Dust
exoplanets:metaldust:8, Silver Dust
exoplanets:metaldust:9, Zinc Dust
exoplanets:alloyingot:0, Bronze Alloy Ingot
exoplanets:alloyingot:1, Brass Alloy Ingot
exoplanets:alloyingot:2, Steel Alloy Ingot
exoplanets:alloyingot:3, 2219-Aluminum Alloy Ingot
exoplanets:alloydust:0, Bronze Alloy Dust
exoplanets:alloydust:1, Brass Alloy Dust
exoplanets:alloydust:2, Steel Alloy Dust
exoplanets:alloydust:3, 2219-Aluminum Alloy Dust
exoplanets:metalsheet:0, Copper Sheet
exoplanets:metalsheet:1, Tin Sheet
exoplanets:metalsheet:2, Lead Sheet
exoplanets:metalsheet:3, Nickel Sheet
exoplanets:metalsheet:4, Platinum Sheet
exoplanets:metalsheet:5, Aluminium Sheet
exoplanets:metalsheet:6, Titanium Sheet
exoplanets:metalsheet:7, Tungsten Sheet
exoplanets:metalsheet:8, Silver Sheet
exoplanets:metalsheet:9, Zinc Sheet
exoplanets:alloysheet:0, Bronze Alloy Sheet
exoplanets:alloysheet:1, Brass Alloy Sheet
exoplanets:alloysheet:2, Steel Alloy Sheet
exoplanets:alloysheet:3, 2219-Aluminum Alloy Sheet
exoplanets:metalgear:0, Copper Gear
exoplanets:metalgear:1, Tin Gear
exoplanets:metalgear:2, Lead Gear
exoplanets:metalgear:3, Nickel Gear
exoplanets:metalgear:4, Platinum Gear
exoplanets:metalgear:5, Aluminium Gear
exoplanets:metalgear:6, Titanium Gear
exoplanets:metalgear:7, Tungsten Gear
exoplanets:metalgear:8, Silver Gear
exoplanets:metalgear:9, Zinc Gear
exoplanets:alloygear:0, Bronze Alloy Gear
exoplanets:alloygear:1, Brass Alloy Gear
exoplanets:alloygear:2, Steel Alloy Gear
exoplanets:alloygear:3, 2219-Aluminum Alloy Sheet
ae2fc:fluid_discretizer, ME流体离散器
ae2fc:fluid_pattern_encoder, 流体适配型样板编码台
ae2fc:fluid_packet_decoder, ME流体封包解码器
ae2fc:ingredient_buffer, 原材料缓存仓
ae2fc:burette, 精准滴定器
ae2fc:dual_interface, ME二合一接口
ae2fc:fluid_drop, %s液滴
ae2fc:fluid_packet, 流体封包
ae2fc:dense_encoded_pattern, 编码样板
ae2fc:part_dual_interface, ME二合一接口
ae2fc:part_fluid_pattern_terminal, ME流体样板终端
base:wrench, 扳手
buildcraftcore:spring:0, 水泉
buildcraftcore:spring:1, 油泉
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, 蓝图（装饰）
buildcraftcore:decorated:2, 模板（装饰）
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, 激光（装饰）
buildcraftcore:marker_volume, 地标
buildcraftcore:marker_path, 路径标
buildcraftcore:engine:0, 红石引擎
buildcraftcore:engine:1, 斯特林引擎
buildcraftcore:engine:2, 燃油引擎
buildcraftcore:engine:3, 创造模式引擎
buildcraftcore:wrench, 扳手
buildcraftcore:gear_wood, 木齿轮
buildcraftcore:gear_stone, 石齿轮
buildcraftcore:gear_iron, 铁齿轮
buildcraftcore:gear_gold, 金齿轮
buildcraftcore:gear_diamond, 钻石齿轮
buildcraftcore:paintbrush:64, 颜料刷
buildcraftcore:paintbrush:0, §z§0§f白色§r 颜料刷
buildcraftcore:paintbrush:0, §z§1§6橙色§r 颜料刷
buildcraftcore:paintbrush:0, §z§2§d品红色§r 颜料刷
buildcraftcore:paintbrush:0, §z§3§b淡蓝色§r 颜料刷
buildcraftcore:paintbrush:0, §z§4§e黄色§r 颜料刷
buildcraftcore:paintbrush:0, §z§5§a黄绿色§r 颜料刷
buildcraftcore:paintbrush:0, §z§6§d粉红色§r 颜料刷
buildcraftcore:paintbrush:0, §z§7§7灰色§r 颜料刷
buildcraftcore:paintbrush:0, §z§8§7淡灰色§r 颜料刷
buildcraftcore:paintbrush:0, §z§9§3青色§r 颜料刷
buildcraftcore:paintbrush:0, §z§a§d紫色§r 颜料刷
buildcraftcore:paintbrush:0, §9§9蓝色§r 颜料刷
buildcraftcore:paintbrush:0, §z§c§6棕色§r 颜料刷
buildcraftcore:paintbrush:0, §z§d§a绿色§r 颜料刷
buildcraftcore:paintbrush:0, §z§e§c红色§r 颜料刷
buildcraftcore:paintbrush:0, §0§7黑色§r 颜料刷
buildcraftcore:list, 列表
buildcraftcore:map_location:0, 定位图纸
buildcraftcore:marker_connector, 标记连接器
buildcraftcore:volume_box, item.volume_box.name
buildcraftcore:fragile_fluid_shard, 易碎的 %s 碎片
buildcraftenergy:glob_of_oil, item.globOil.name
fluiddrawers:tank:0, 储液抽屉
fluiddrawers:tank_custom:0, 镶框储液抽屉
buildcraftbuilders:snapshot:2, 蓝图
buildcraftbuilders:snapshot:0, 模版
buildcraftbuilders:schematic_single:0, 单方块结构
buildcraftbuilders:filler_planner, 铺设规划器
buildcraftbuilders:filler, 填充机
buildcraftbuilders:builder, 建筑机器人
buildcraftbuilders:architect, 建筑工作台
buildcraftbuilders:library, 电子档案馆
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, 框架
buildcraftbuilders:quarry, 采石场
buildcrafttransport:pipe_structure:0, 圆石建筑管道
buildcrafttransport:pipe_wood_item:0, 木物品管道
buildcrafttransport:pipe_cobble_item:0, 圆石物品管道
buildcrafttransport:pipe_stone_item:0, 石物品管道
buildcrafttransport:pipe_quartz_item:0, 石英物品管道
buildcrafttransport:pipe_iron_item:0, 铁物品管道
buildcrafttransport:pipe_gold_item:0, 金物品管道
buildcrafttransport:pipe_clay_item:0, 粘土物品管道
buildcrafttransport:pipe_sandstone_item:0, 砂岩物品管道
buildcrafttransport:pipe_void_item:0, 虚空物品管道
buildcrafttransport:pipe_obsidian_item:0, 黑曜石物品管道
buildcrafttransport:pipe_diamond_item:0, 钻石物品管道
buildcrafttransport:pipe_diamond_wood_item:0, 绿宝石物品管道
buildcrafttransport:pipe_lapis_item:0, 青金石物品管道
buildcrafttransport:pipe_daizuli_item:0, 靛金刚物品管道
buildcrafttransport:pipe_emzuli_item:0, 靛翡翠物品管道
buildcrafttransport:pipe_stripes_item:0, 条纹管道
buildcrafttransport:pipe_wood_fluid:0, 木流体管道
buildcrafttransport:pipe_cobble_fluid:0, 圆石流体管道
buildcrafttransport:pipe_stone_fluid:0, 石头流体管道
buildcrafttransport:pipe_quartz_fluid:0, 石英流体管道
buildcrafttransport:pipe_gold_fluid:0, 金流体管道
buildcrafttransport:pipe_iron_fluid:0, 铁流体管道
buildcrafttransport:pipe_clay_fluid:0, 粘土流体管道
buildcrafttransport:pipe_sandstone_fluid:0, 砂岩流体管道
buildcrafttransport:pipe_void_fluid:0, 虚空流体管道
buildcrafttransport:pipe_diamond_fluid:0, 钻石流体管道
buildcrafttransport:pipe_diamond_wood_fluid:0, 绿宝石流体管道
buildcrafttransport:pipe_wood_power:0, 木能量管道
buildcrafttransport:pipe_cobble_power:0, 圆石能量管道
buildcrafttransport:pipe_stone_power:0, 石能量管道
buildcrafttransport:pipe_quartz_power:0, 石英能量管道
buildcrafttransport:pipe_gold_power:0, 金能量管道
buildcrafttransport:pipe_sandstone_power:0, 砂岩能量管道
buildcraftcompat:pipe_item_propolis:0, 养蜂员管道
buildcrafttransport:filtered_buffer, 过滤缓存器
buildcrafttransport:waterproof, 管道密封剂
buildcrafttransport:plug_blocker, 管塞
buildcrafttransport:plug_power_adaptor, 能量接收器
buildcrafttransport:wire:0, §z§0§f白色§r 管线
buildcrafttransport:wire:1, §z§1§6橙色§r 管线
buildcrafttransport:wire:2, §z§2§d品红色§r 管线
buildcrafttransport:wire:3, §z§3§b淡蓝色§r 管线
buildcrafttransport:wire:4, §z§4§e黄色§r 管线
